RESPOND_ID,EXAMIN_BEGIN_DE,UTILIIZA_MOBILE_APLCTN_MUSIC_PBLPRFR_K_IDOL_AT,UTILIIZA_MOBILE_APLCTN_GAME_AT,UTILIIZA_MOBILE_APLCTN_PHT_AT,UTILIIZA_MOBILE_APLCTN_BRDCST_VIDO_AT,UTILIIZA_MOBILE_APLCTN_CMC_WEBTOON_AT,UTILIIZA_MOBILE_APLCTN_SEARCH_PORTAL_AT,UTILIIZA_MOBILE_APLCTN_FNC_AT,UTILIIZA_MOBILE_APLCTN_ADVANTK_AT,UTILIIZA_MOBILE_APLCTN_TOUR_AT,UTILIIZA_MOBILE_APLCTN_FOOD_ORDER_AT,UTILIIZA_MOBILE_APLCTN_GBRSTRNT_RECOMEND_RESVE_AT,UTILIIZA_MOBILE_APLCTN_SHOPNG_AT,UTILIIZA_MOBILE_APLCTN_WRKOT_AT,UTILIIZA_MOBILE_APLCTN_EWALLET_AT,UTILIIZA_MOBILE_APLCTN_CLEAN_DCCS_AT,UTILIIZA_MOBILE_APLCTN_ESTT_AT,UTILIIZA_MOBILE_APLCTN_HSPTL_PHARM_MEDIC_SEARCH_AT,UTILIIZA_MOBILE_APLCTN_USEGT_AT,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,HSHLD_INCOME_DGREE_NM,OCCP_NM,ANSWRR_OC_AREA_NM
539,20230501,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,M,50대이상,미혼 / 비혼,900만원,판매/서비스직,서울
541,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,F,40대,기혼,800만원,"자유직 (예술가, 종교인 등)",서울
542,20230501,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,M,50대이상,"기타(이혼, 사별 등)",400만원,경영/관리직,경기
543,20230501,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,F,50대이상,기혼,"1,000만원 이상",전업주부,전북
545,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,F,30대,미혼 / 비혼,100만원 미만,무직,서울
546,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,M,40대,기혼,300만원,사무직,대구
547,20230501,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,M,50대이상,기혼,800만원,사무직,경남
550,20230501,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,F,30대,기혼,700만원,사무직,경기
552,20230501,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,F,30대,미혼 / 비혼,100만원,사무직,부산
554,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,F,20대,미혼 / 비혼,800만원,대학생,경기
557,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,M,50대이상,기혼,800만원,경영/관리직,서울
560,20230501,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,F,30대,미혼 / 비혼,300만원,무직,경남
564,20230501,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,F,40대,"기타(이혼, 사별 등)",400만원,기술직,강원
565,20230501,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,700만원,자영업,강원
567,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,F,20대,미혼 / 비혼,"1,000만원 이상",기술직,울산
570,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,M,50대이상,기혼,500만원,기능/숙련공,서울
573,20230501,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,F,30대,기혼,모름,전업주부,경기
574,20230501,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,F,30대,미혼 / 비혼,200만원,자영업,경기
575,20230501,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,50대이상,기혼,"1,000만원",사무직,대구
576,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,40대,기혼,600만원,기타,강원
578,20230501,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,F,20대,기혼,900만원,"자유직 (예술가, 종교인 등)",서울
587,20230501,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,M,40대,기혼,600만원,사무직,경기
591,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,50대이상,기혼,"1,000만원",사무직,경기
594,20230501,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,M,50대이상,기혼,500만원,무직,광주
596,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,40대,미혼 / 비혼,400만원,사무직,부산
598,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,M,30대,기혼,700만원,자영업,충북
600,20230501,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,M,50대이상,기혼,"1,000만원 이상",사무직,경기
603,20230501,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,500만원,사무직,부산
609,20230501,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,M,50대이상,기혼,"1,000만원",기술직,경기
610,20230501,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,500만원,사무직,대구
611,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,30대,기혼,700만원,기술직,대전
613,20230501,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,F,20대,미혼 / 비혼,200만원,기술직,부산
616,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,M,50대이상,기혼,400만원,사무직,서울
617,20230501,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,600만원,기술직,대구
621,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,M,40대,기혼,700만원,사무직,경기
622,20230501,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,M,50대이상,미혼 / 비혼,500만원,기능/숙련공,강원
623,20230501,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",400만원,경영/관리직,경기
624,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,M,40대,기혼,400만원,사무직,부산
629,20230501,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,M,30대,미혼 / 비혼,700만원,사무직,서울
630,20230501,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,F,50대이상,"기타(이혼, 사별 등)",100만원,판매/서비스직,충남
631,20230501,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,M,50대이상,기혼,"1,000만원",기타,서울
633,20230501,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,F,30대,기혼,500만원,판매/서비스직,강원
637,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,M,50대이상,기혼,400만원,사무직,경기
641,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,700만원,사무직,충북
643,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,M,40대,기혼,600만원,기술직,경기
645,20230501,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,M,50대이상,기혼,300만원,무직,광주
647,20230501,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,F,40대,미혼 / 비혼,200만원,판매/서비스직,경기
653,20230501,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,40대,미혼 / 비혼,300만원,사무직,경기
656,20230501,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,F,40대,미혼 / 비혼,모름,기타,전북
658,20230501,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,M,50대이상,기혼,600만원,경영/관리직,경기
659,20230501,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,50대이상,기혼,400만원,전업주부,서울
662,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,M,50대이상,기혼,400만원,기능/숙련공,경기
664,20230501,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,500만원,일반작업직,인천
666,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,M,50대이상,기혼,700만원,무직,서울
667,20230501,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,M,50대이상,기혼,800만원,사무직,서울
670,20230501,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,F,40대,미혼 / 비혼,400만원,자영업,서울
671,20230501,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,M,50대이상,미혼 / 비혼,200만원,사무직,서울
672,20230501,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,F,50대이상,미혼 / 비혼,100만원 미만,무직,서울
676,20230501,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,M,40대,기혼,300만원,사무직,서울
677,20230501,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,M,50대이상,기혼,500만원,기타,서울
679,20230501,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,500만원,일반작업직,경기
683,20230501,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,400만원,경영/관리직,서울
687,20230501,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원",전문직,부산
689,20230501,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,F,30대,기혼,500만원,사무직,경남
691,20230501,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,M,50대이상,기혼,900만원,무직,대전
693,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,"1,000만원 이상",사무직,서울
696,20230501,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,F,20대,미혼 / 비혼,"1,000만원 이상",사무직,인천
697,20230501,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,M,20대,미혼 / 비혼,모름,무직,경기
698,20230501,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,200만원,무직,울산
703,20230501,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,F,20대,미혼 / 비혼,300만원,사무직,경기
705,20230501,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,모름,전문직,경남
707,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,M,40대,기혼,700만원,사무직,경기
709,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,F,30대,미혼 / 비혼,700만원,사무직,대전
712,20230501,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,M,30대,기혼,"1,000만원 이상",기술직,충북
713,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,기혼,700만원,전업주부,전남
721,20230501,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,30대,미혼 / 비혼,모름,기술직,서울
724,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,30대,기혼,700만원,판매/서비스직,경기
725,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,M,30대,기혼,700만원,사무직,대구
729,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,F,30대,미혼 / 비혼,500만원,무직,울산
730,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,F,30대,기혼,300만원,전업주부,제주
731,20230501,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,Y,F,30대,미혼 / 비혼,500만원,무직,대구
732,20230501,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,F,30대,미혼 / 비혼,200만원,일반작업직,부산
733,20230501,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,F,30대,미혼 / 비혼,500만원,사무직,충북
735,20230501,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,F,30대,"기타(이혼, 사별 등)",200만원,사무직,경남
739,20230501,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,F,30대,미혼 / 비혼,모름,기술직,인천
741,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,F,30대,미혼 / 비혼,"1,000만원 이상",사무직,경기
742,20230501,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,F,30대,기혼,700만원,사무직,경기
743,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,F,30대,기혼,600만원,사무직,부산
750,20230501,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,F,30대,미혼 / 비혼,200만원,사무직,대구
751,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,F,30대,기혼,"1,000만원 이상",전문직,서울
752,20230501,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,F,30대,미혼 / 비혼,300만원,기술직,서울
753,20230501,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,F,30대,기혼,"1,000만원 이상",사무직,경기
754,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,F,30대,미혼 / 비혼,"1,000만원 이상",사무직,경기
755,20230501,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,F,30대,미혼 / 비혼,"1,000만원 이상",사무직,서울
757,20230501,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,F,30대,미혼 / 비혼,모름,사무직,경기
760,20230501,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,F,20대,미혼 / 비혼,900만원,대학생,서울
762,20230501,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,800만원,기술직,부산
763,20230501,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,F,30대,미혼 / 비혼,"1,000만원 이상",사무직,서울
766,20230501,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,F,20대,미혼 / 비혼,200만원,사무직,서울
769,20230501,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,M,40대,기혼,900만원,일반작업직,경기
774,20230501,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,M,40대,기혼,400만원,사무직,서울
777,20230501,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,F,30대,기혼,300만원,전업주부,부산
780,20230501,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,M,40대,기혼,400만원,기술직,전북
783,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,M,40대,기혼,700만원,기능/숙련공,인천
785,20230501,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,F,40대,미혼 / 비혼,400만원,사무직,경남
787,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,M,40대,기혼,모름,기술직,경기
790,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,F,40대,미혼 / 비혼,500만원,기술직,강원
793,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,M,40대,기혼,500만원,기술직,충남
795,20230501,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,"1,000만원 이상",사무직,부산
800,20230501,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,20대,미혼 / 비혼,모름,대학생,강원
806,20230501,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,M,30대,기혼,600만원,기술직,경기
808,20230501,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,500만원,기술직,경기
809,20230501,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,F,40대,기혼,400만원,전업주부,강원
811,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,M,40대,기혼,700만원,기능/숙련공,경기
812,20230501,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,M,30대,기혼,500만원,사무직,충북
813,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,40대,기혼,600만원,기술직,경기
815,20230501,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,600만원,기능/숙련공,서울
816,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,300만원,기능/숙련공,울산
818,20230501,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,M,50대이상,기혼,300만원,자영업,강원
819,20230501,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,M,40대,미혼 / 비혼,400만원,기타,경기
823,20230501,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,M,40대,"기타(이혼, 사별 등)",300만원,자영업,서울
824,20230501,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,F,40대,기혼,400만원,전업주부,서울
826,20230501,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,모름,무직,경기
829,20230501,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,F,40대,미혼 / 비혼,100만원 미만,자영업,경기
830,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,800만원,사무직,경기
834,20230501,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,F,40대,기혼,300만원,전업주부,충북
835,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,F,30대,미혼 / 비혼,500만원,사무직,부산
836,20230501,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,M,50대이상,기혼,400만원,판매/서비스직,부산
837,20230501,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,40대,기혼,600만원,사무직,대전
840,20230501,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,F,40대,기혼,400만원,전문직,서울
841,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,F,30대,미혼 / 비혼,"1,000만원 이상",사무직,광주
843,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,M,40대,기혼,500만원,자영업,경기
844,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,600만원,전문직,경기
845,20230501,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,M,30대,기혼,800만원,기능/숙련공,경기
846,20230501,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,40대,기혼,500만원,기타,서울
847,20230501,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,F,40대,미혼 / 비혼,400만원,사무직,서울
848,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,F,20대,기혼,700만원,기술직,대전
849,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,F,30대,미혼 / 비혼,모름,무직,강원
850,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,M,50대이상,기혼,900만원,기타,부산
853,20230501,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,F,40대,미혼 / 비혼,600만원,전문직,인천
854,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,M,40대,미혼 / 비혼,500만원,사무직,강원
856,20230501,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,M,50대이상,기혼,400만원,사무직,경기
857,20230501,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,F,40대,기혼,100만원 미만,전업주부,경북
862,20230501,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,F,30대,미혼 / 비혼,모름,사무직,경기
866,20230501,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,M,40대,기혼,300만원,판매/서비스직,경북
867,20230501,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,M,50대이상,기혼,400만원,자영업,전남
868,20230501,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,F,20대,미혼 / 비혼,800만원,사무직,서울
869,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,M,40대,기혼,600만원,사무직,인천
870,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,M,50대이상,기혼,500만원,자영업,서울
875,20230501,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,F,30대,미혼 / 비혼,600만원,무직,경기
884,20230501,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,700만원,기술직,광주
885,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,300만원,무직,부산
889,20230501,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,40대,기혼,800만원,사무직,대전
890,20230501,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,"1,000만원 이상",자영업,서울
897,20230501,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,M,40대,기혼,500만원,사무직,경기
899,20230501,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,M,40대,기혼,300만원,사무직,서울
901,20230501,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,200만원,기술직,부산
902,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,M,30대,미혼 / 비혼,200만원,기능/숙련공,경기
904,20230501,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,F,30대,미혼 / 비혼,900만원,사무직,경남
907,20230501,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,F,30대,미혼 / 비혼,200만원,기능/숙련공,강원
909,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,F,50대이상,기혼,800만원,사무직,경기
910,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,M,50대이상,기혼,700만원,사무직,경기
913,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,M,40대,기혼,400만원,판매/서비스직,경남
922,20230501,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,F,20대,미혼 / 비혼,모름,대학원생,대전
924,20230501,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,M,40대,기혼,400만원,사무직,경남
926,20230501,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,M,40대,기혼,700만원,사무직,경기
927,20230501,N,N,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,M,40대,"기타(이혼, 사별 등)",500만원,기술직,경기
931,20230501,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,M,50대이상,기혼,600만원,판매/서비스직,서울
936,20230501,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,M,40대,기혼,500만원,사무직,세종
937,20230501,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",사무직,서울
938,20230501,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,300만원,기타,충북
942,20230501,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,M,40대,기혼,700만원,사무직,경기
943,20230501,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,M,40대,기혼,100만원 미만,무직,울산
944,20230501,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,500만원,기술직,서울
945,20230501,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,M,50대이상,미혼 / 비혼,100만원,무직,전남
948,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,M,50대이상,기혼,300만원,경영/관리직,인천
952,20230501,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,600만원,사무직,경남
954,20230501,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,M,50대이상,기혼,500만원,판매/서비스직,서울
