RESPOND_ID,EXAMIN_BEGIN_DE,UTILIIZA_MOBILE_APLCTN_MUSIC_PBLPRFR_K_IDOL_AT,UTILIIZA_MOBILE_APLCTN_GAME_AT,UTILIIZA_MOBILE_APLCTN_PHT_AT,UTILIIZA_MOBILE_APLCTN_BRDCST_VIDO_AT,UTILIIZA_MOBILE_APLCTN_CMC_WEBTOON_AT,UTILIIZA_MOBILE_APLCTN_SEARCH_PORTAL_AT,UTILIIZA_MOBILE_APLCTN_FNC_AT,UTILIIZA_MOBILE_APLCTN_ADVANTK_AT,UTILIIZA_MOBILE_APLCTN_TOUR_AT,UTILIIZA_MOBILE_APLCTN_FOOD_ORDER_AT,UTILIIZA_MOBILE_APLCTN_GBRSTRNT_RECOMEND_RESVE_AT,UTILIIZA_MOBILE_APLCTN_SHOPNG_AT,UTILIIZA_MOBILE_APLCTN_WRKOT_AT,UTILIIZA_MOBILE_APLCTN_EWALLET_AT,UTILIIZA_MOBILE_APLCTN_CLEAN_DCCS_AT,UTILIIZA_MOBILE_APLCTN_ESTT_AT,UTILIIZA_MOBILE_APLCTN_HSPTL_PHARM_MEDIC_SEARCH_AT,UTILIIZA_MOBILE_APLCTN_USEGT_AT,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,HSHLD_INCOME_DGREE_NM,OCCP_NM,ANSWRR_OC_AREA_NM
3835,20230501,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,F,50대이상,"기타(이혼, 사별 등)",300만원,기능/숙련공,강원
3838,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,400만원,사무직,대구
3840,20230501,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,300만원,사무직,경기
3841,20230501,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,300만원,재수/입시/유학 준비,경기
3842,20230501,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,30대,미혼 / 비혼,600만원,자영업,경북
3843,20230501,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,F,50대이상,기혼,400만원,전업주부,대구
3846,20230501,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,M,30대,기혼,400만원,사무직,전남
3848,20230501,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,M,50대이상,미혼 / 비혼,500만원,일반작업직,울산
3850,20230501,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,M,50대이상,기혼,600만원,자영업,부산
3851,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,F,30대,미혼 / 비혼,200만원,자영업,서울
3854,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,20대,미혼 / 비혼,"1,000만원 이상",기술직,서울
3855,20230501,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,M,40대,미혼 / 비혼,300만원,기능/숙련공,부산
3858,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,M,50대이상,기혼,900만원,사무직,울산
3859,20230501,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,M,50대이상,기혼,400만원,무직,울산
3860,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,미혼 / 비혼,모름,사무직,서울
3861,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,600만원,사무직,울산
3862,20230501,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,F,30대,미혼 / 비혼,100만원,일반작업직,인천
3866,20230501,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,M,40대,기혼,300만원,사무직,서울
3868,20230501,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,F,50대이상,기혼,700만원,전업주부,대구
3873,20230501,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,M,50대이상,기혼,500만원,자영업,광주
3874,20230501,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,200만원,일반작업직,울산
3877,20230501,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,F,20대,미혼 / 비혼,"1,000만원 이상",기능/숙련공,경기
3881,20230501,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,30대,미혼 / 비혼,모름,일반작업직,대구
3891,20230501,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,M,40대,미혼 / 비혼,200만원,무직,경기
3894,20230501,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,F,40대,기혼,600만원,사무직,경남
3896,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,F,40대,기혼,900만원,사무직,대전
3898,20230501,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,F,20대,미혼 / 비혼,모름,사무직,부산
3899,20230501,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,"1,000만원 이상",사무직,경기
3900,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,M,50대이상,기혼,500만원,기타,인천
3901,20230501,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,600만원,판매/서비스직,경기
3902,20230501,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,F,50대이상,"기타(이혼, 사별 등)","1,000만원",판매/서비스직,전북
3903,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,30대,기혼,500만원,기타,서울
3904,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,50대이상,"기타(이혼, 사별 등)",200만원,전업주부,서울
3906,20230501,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,F,50대이상,기혼,600만원,전업주부,대구
3907,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,M,50대이상,기혼,400만원,기능/숙련공,경기
3910,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,900만원,사무직,경기
3912,20230501,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,M,50대이상,기혼,700만원,경영/관리직,서울
3916,20230501,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,M,50대이상,기혼,400만원,사무직,충북
3917,20230501,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,300만원,무직,경남
3918,20230501,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,M,30대,미혼 / 비혼,400만원,무직,경기
3922,20230501,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,400만원,사무직,경기
3930,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",사무직,경기
3932,20230501,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,40대,미혼 / 비혼,800만원,전문직,경기
3934,20230501,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",사무직,경기
3935,20230501,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,M,30대,기혼,600만원,판매/서비스직,경기
3939,20230501,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,M,40대,기혼,500만원,기술직,세종
3946,20230501,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,M,40대,기혼,500만원,기능/숙련공,대구
3950,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,M,50대이상,기혼,"1,000만원",기능/숙련공,서울
3954,20230501,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,900만원,기술직,서울
3956,20230501,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,F,40대,미혼 / 비혼,200만원,"자유직 (예술가, 종교인 등)",경기
3962,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,F,30대,기혼,800만원,사무직,경기
3964,20230501,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,M,40대,기혼,"1,000만원",경영/관리직,충북
3968,20230501,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,500만원,판매/서비스직,경남
3971,20230501,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,50대이상,미혼 / 비혼,100만원 미만,무직,경기
3974,20230501,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,M,50대이상,기혼,400만원,기능/숙련공,충남
3978,20230501,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,M,30대,미혼 / 비혼,200만원,기능/숙련공,부산
3983,20230501,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,F,40대,기혼,800만원,사무직,울산
3985,20230501,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,40대,기혼,500만원,자영업,경기
3986,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,F,50대이상,기혼,400만원,전업주부,경기
3987,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,M,50대이상,기혼,600만원,경영/관리직,서울
3990,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,M,50대이상,기혼,500만원,판매/서비스직,부산
3993,20230501,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,M,40대,미혼 / 비혼,400만원,무직,인천
3994,20230501,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,F,30대,기혼,700만원,사무직,부산
3996,20230501,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,500만원,사무직,경남
3997,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,F,40대,기혼,"1,000만원",전업주부,서울
3998,20230501,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,F,30대,기혼,700만원,사무직,경기
3999,20230501,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,F,50대이상,기혼,모름,전업주부,경기
4001,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,M,30대,미혼 / 비혼,700만원,사무직,광주
4005,20230501,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,M,30대,미혼 / 비혼,800만원,기술직,경기
4006,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,M,50대이상,기혼,300만원,판매/서비스직,서울
4007,20230501,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,M,50대이상,기혼,600만원,무직,서울
4008,20230501,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,M,40대,기혼,400만원,사무직,경남
4009,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,400만원,기술직,충북
4013,20230501,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,F,30대,기혼,300만원,전업주부,경남
4016,20230501,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,M,50대이상,기혼,700만원,무직,경기
4017,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,F,50대이상,기혼,400만원,기타,서울
4025,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,50대이상,기혼,400만원,판매/서비스직,경기
4030,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,M,50대이상,기혼,900만원,기술직,경기
4032,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,M,50대이상,미혼 / 비혼,100만원 미만,기타,서울
4038,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,M,50대이상,기혼,200만원,무직,부산
4039,20230501,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,M,50대이상,기혼,600만원,전문직,경기
4042,20230501,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,M,40대,미혼 / 비혼,400만원,판매/서비스직,서울
4044,20230501,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,M,50대이상,"기타(이혼, 사별 등)",300만원,판매/서비스직,전남
4048,20230501,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",300만원,기능/숙련공,경남
4050,20230501,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,300만원,사무직,충북
4053,20230501,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,F,20대,미혼 / 비혼,400만원,대학생,부산
4054,20230501,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,M,50대이상,기혼,300만원,사무직,서울
4058,20230501,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,100만원 미만,무직,경기
4060,20230501,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,M,40대,기혼,400만원,사무직,울산
4061,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,F,30대,기혼,600만원,사무직,서울
4063,20230501,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,300만원,사무직,서울
4066,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,M,50대이상,기혼,400만원,무직,서울
4067,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,"1,000만원 이상",사무직,대구
4068,20230501,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,M,40대,"기타(이혼, 사별 등)",400만원,판매/서비스직,부산
4069,20230501,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",사무직,대구
4072,20230501,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,M,50대이상,기혼,200만원,자영업,강원
4073,20230501,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,M,50대이상,"기타(이혼, 사별 등)",300만원,사무직,서울
4074,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,M,40대,기혼,400만원,"자유직 (예술가, 종교인 등)",전북
4076,20230501,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,M,50대이상,기혼,600만원,일반작업직,서울
4078,20230501,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,F,40대,미혼 / 비혼,400만원,무직,경기
4080,20230501,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,F,30대,기혼,700만원,사무직,경남
4082,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,F,20대,미혼 / 비혼,400만원,무직,경기
4083,20230501,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,50대이상,기혼,200만원,기타,전남
4085,20230501,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,F,50대이상,미혼 / 비혼,300만원,기타,서울
4087,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,F,30대,기혼,500만원,사무직,전북
4092,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,50대이상,기혼,500만원,기술직,제주
4097,20230501,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,M,50대이상,기혼,400만원,사무직,세종
4100,20230501,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,미혼 / 비혼,400만원,자영업,대구
4102,20230501,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,F,30대,기혼,"1,000만원 이상",사무직,경기
4103,20230501,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,500만원,사무직,경기
4105,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,M,50대이상,기혼,500만원,기능/숙련공,경기
4107,20230501,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,M,50대이상,기혼,400만원,무직,경기
4108,20230501,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,700만원,사무직,서울
4109,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,F,40대,기혼,500만원,전업주부,울산
4112,20230501,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,F,40대,기혼,700만원,사무직,경기
4113,20230501,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,M,50대이상,기혼,300만원,"자유직 (예술가, 종교인 등)",경기
4115,20230501,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,400만원,사무직,경기
4116,20230501,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,F,30대,미혼 / 비혼,400만원,무직,경기
4117,20230501,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,F,20대,미혼 / 비혼,800만원,판매/서비스직,경기
4118,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,M,40대,미혼 / 비혼,500만원,기능/숙련공,전북
4119,20230501,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,M,40대,미혼 / 비혼,200만원,기술직,전남
4120,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,50대이상,기혼,700만원,기술직,서울
4121,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,F,30대,기혼,300만원,판매/서비스직,인천
4123,20230501,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,M,40대,기혼,800만원,사무직,대구
4124,20230501,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,M,50대이상,기혼,"1,000만원 이상",전문직,경기
4129,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,M,40대,기혼,500만원,기술직,서울
4132,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,M,50대이상,기혼,"1,000만원 이상",기능/숙련공,제주
4133,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,F,40대,기혼,800만원,기술직,강원
4134,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,400만원,사무직,인천
4136,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,M,40대,기혼,600만원,사무직,경남
4141,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,M,40대,미혼 / 비혼,900만원,기능/숙련공,경기
4143,20230501,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,M,40대,기혼,700만원,사무직,대전
4147,20230501,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,M,40대,기혼,500만원,사무직,서울
4148,20230501,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,600만원,무직,서울
4149,20230501,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,M,40대,기혼,500만원,기능/숙련공,충북
4151,20230501,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,F,30대,기혼,400만원,전업주부,충북
4152,20230501,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,M,40대,기혼,300만원,기타,서울
4154,20230501,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,M,50대이상,기혼,600만원,자영업,대구
4155,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,M,30대,기혼,300만원,기능/숙련공,광주
4157,20230501,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,50대이상,기혼,"1,000만원",전업주부,서울
4158,20230501,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,F,50대이상,기혼,800만원,사무직,부산
4163,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,M,50대이상,미혼 / 비혼,400만원,자영업,인천
4166,20230501,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,M,40대,기혼,"1,000만원 이상",사무직,경기
4168,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,F,50대이상,기혼,800만원,자영업,경기
4169,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,M,40대,기혼,"1,000만원 이상",자영업,서울
4170,20230501,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,M,50대이상,기혼,300만원,사무직,서울
4172,20230501,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,40대,기혼,"1,000만원 이상",자영업,서울
4175,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,M,40대,기혼,"1,000만원 이상",전문직,부산
4179,20230501,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,200만원,무직,충북
4186,20230501,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,F,30대,기혼,400만원,전업주부,경남
4187,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,F,30대,미혼 / 비혼,400만원,사무직,충남
4188,20230501,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,M,40대,미혼 / 비혼,400만원,사무직,인천
4189,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,M,30대,기혼,300만원,사무직,대구
4192,20230501,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,F,50대이상,기혼,400만원,전업주부,대구
4194,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,M,40대,미혼 / 비혼,900만원,사무직,서울
4195,20230501,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,F,40대,기혼,700만원,사무직,경기
4201,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,600만원,사무직,부산
4202,20230501,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,M,50대이상,기혼,900만원,자영업,경기
4206,20230501,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,M,50대이상,기혼,500만원,무직,대전
4211,20230501,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,F,50대이상,기혼,400만원,판매/서비스직,대전
4213,20230501,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,F,40대,기혼,400만원,자영업,경기
4216,20230501,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,F,50대이상,기혼,"1,000만원 이상",사무직,경기
4218,20230501,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,F,50대이상,기혼,"1,000만원 이상",기술직,울산
4219,20230501,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,F,50대이상,기혼,"1,000만원 이상",전문직,세종
4220,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,F,30대,기혼,500만원,판매/서비스직,부산
4222,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,50대이상,기혼,300만원,자영업,서울
4226,20230501,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,M,50대이상,기혼,"1,000만원 이상",사무직,인천
4229,20230501,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,F,40대,기혼,600만원,전업주부,경남
4230,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,40대,기혼,500만원,경영/관리직,울산
4232,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,F,50대이상,기혼,700만원,전업주부,부산
4233,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,M,50대이상,기혼,300만원,자영업,부산
4234,20230501,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,F,30대,미혼 / 비혼,200만원,사무직,서울
4235,20230501,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,40대,미혼 / 비혼,900만원,판매/서비스직,경기
4237,20230501,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,M,40대,기혼,400만원,기술직,경기
4238,20230501,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,300만원,사무직,서울
4242,20230501,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,F,40대,미혼 / 비혼,900만원,판매/서비스직,전북
